Lugar,Magnitud,Profundidad_km,Latitud,Longitud,Alerta,Tsunami,Anio,Mes,Dia,Hora,lat_grid,lon_grid,cuadrante,Fecha
"17 km ENE of Sidi Akkacha, Algeria",5.0,9.304,36.5002,1.4923,0,0,2024,12,16,0,36,1,"36,1",2024-12-16
"27 km NE of Arhribs, Algeria",4.5,10.0,36.9912,4.4918,0,0,2024,10,10,13,36,4,"36,4",2024-10-10
"56 km W of Sines, Portugal",5.0,6.586,38.0222,-9.5047,1,0,2024,8,26,4,38,-10,"38,-10",2024-08-26
"49 km NE of Al Hoceïma, Morocco",4.3,10.0,35.5311,-3.5066,0,0,2024,5,27,0,35,-4,"35,-4",2024-05-27
"23 km N of Mascara, Algeria",4.6,10.0,35.6066,0.1094,0,0,2024,2,14,13,35,0,"35,0",2024-02-14
"4 km NNW of Igüeña, Spain",4.0,10.0,42.7665,-6.2979,0,0,2023,9,30,12,42,-7,"42,-7",2023-09-30
"11 km W of Espot, Spain",4.6,10.018,42.5778,0.9428,0,0,2023,8,28,17,42,0,"42,0",2023-08-28
"11 km SSW of La Barthe-de-Neste, France",4.0,10.0,42.979,0.3442,0,0,2023,4,17,13,42,0,"42,0",2023-04-17
"1 km SSE of Turre, Spain",4.2,9.693,37.1379,-1.8845,0,0,2022,12,31,7,37,-2,"37,-2",2022-12-31
northern Algeria,4.0,10.0,36.4851,3.0791,0,0,2022,12,7,8,36,3,"36,3",2022-12-07
"52 km NE of Al Hoceïma, Morocco",4.4,10.0,35.5367,-3.4806,0,0,2022,11,30,11,35,-4,"35,-4",2022-11-30
"24 km WNW of Dellys, Algeria",4.1,10.0,37.0304,3.682,0,0,2022,11,20,11,37,3,"37,3",2022-11-20
"24 km NE of Berrouaghia, Algeria",4.8,10.0,36.3127,3.0727,0,0,2022,11,12,13,36,3,"36,3",2022-11-12
"54 km NE of Al Hoceïma, Morocco",4.0,10.0,35.5593,-3.4635,0,0,2022,10,4,15,35,-4,"35,-4",2022-10-04
"124 km SSE of Sagres, Portugal",4.1,38.552,35.9373,-8.5367,0,0,2022,8,14,20,35,-9,"35,-9",2022-08-14
Strait of Gibraltar,4.2,10.0,35.5502,-3.6409,0,0,2022,8,10,18,35,-4,"35,-4",2022-08-10
"60 km NNW of Mostaganem, Algeria",4.4,10.0,36.4458,-0.1336,0,0,2022,7,16,3,36,-1,"36,-1",2022-07-16
"14 km NW of Aïn el Bya, Algeria",4.6,10.0,35.913,-0.3922,0,0,2022,6,26,19,35,-1,"35,-1",2022-06-26
"58 km NE of Al Hoceïma, Morocco",4.5,10.0,35.6277,-3.4835,0,0,2022,6,2,12,35,-4,"35,-4",2022-06-02
Strait of Gibraltar,5.5,10.0,35.5176,-3.4789,1,0,2022,5,20,12,35,-4,"35,-4",2022-05-20
"30 km NNE of Al Hoceïma, Morocco",4.3,10.0,35.5087,-3.8224,0,0,2022,4,9,3,35,-4,"35,-4",2022-04-09
"37 km NE of Al Hoceïma, Morocco",4.3,11.69,35.5086,-3.6711,0,0,2022,4,7,7,35,-4,"35,-4",2022-04-07
"16 km ENE of Berrouaghia, Algeria",4.1,10.0,36.1905,3.0865,0,0,2022,3,18,4,36,3,"36,3",2022-03-18
"71 km S of Sagres, Portugal",4.1,10.0,36.3658,-8.8696,0,0,2022,2,11,7,36,-9,"36,-9",2022-02-11
"39 km NE of Al Hoceïma, Morocco",4.2,11.12,35.5318,-3.6604,0,0,2022,2,8,15,35,-4,"35,-4",2022-02-08
"7 km ESE of Farrera, Spain",4.0,5.75,42.4715,1.3526,0,0,2022,2,1,2,42,1,"42,1",2022-02-01
"30 km W of Santa Uxía de Ribeira, Spain",3.9,10.0,42.5729,-9.361,0,0,2022,1,27,14,42,-10,"42,-10",2022-01-27
"80 km SSE of Olhão, Portugal",4.3,6.92,36.3199,-7.6651,0,0,2022,1,1,21,36,-8,"36,-8",2022-01-01
"53 km NNE of Cariño, Spain",4.2,10.0,44.2064,-7.6942,0,0,2021,10,29,4,44,-8,"44,-8",2021-10-29
"8 km W of Villanueva de San Juan, Spain",4.0,15.15,37.0419,-5.2649,0,0,2021,10,19,17,37,-6,"37,-6",2021-10-19
"2 km W of Santafé, Spain",4.6,10.0,37.189,-3.7468,0,0,2021,8,12,21,37,-4,"37,-4",2021-08-12
"45 km NW of Melilla, Spain",4.4,10.0,35.562,-3.3107,0,0,2021,8,10,10,35,-4,"35,-4",2021-08-10
"33 km N of Al Hoceïma, Morocco",4.5,10.0,35.553,-3.9634,0,0,2021,8,2,8,35,-4,"35,-4",2021-08-02
"5 km NNW of El Abadia, Algeria",4.4,10.0,36.3132,1.6646,0,0,2021,7,31,2,36,1,"36,1",2021-07-31
"36 km NNE of Al Hoceïma, Morocco",4.5,10.0,35.5354,-3.7349,0,0,2021,5,23,6,35,-4,"35,-4",2021-05-23
"2 km NW of Santafé, Spain",4.3,10.0,37.2017,-3.7417,0,0,2021,1,28,18,37,-4,"37,-4",2021-01-28
"2 km WNW of Atarfe, Spain",4.3,10.0,37.2371,-3.7155,0,0,2021,1,26,21,37,-4,"37,-4",2021-01-26
"2 km S of Atarfe, Spain",4.1,10.0,37.2023,-3.6857,0,0,2021,1,26,21,37,-4,"37,-4",2021-01-26
"2 km ESE of Chauchina, Spain",4.0,10.0,37.1899,-3.7525,0,0,2021,1,26,21,37,-4,"37,-4",2021-01-26
"2 km WSW of Santafé, Spain",4.2,10.0,37.1767,-3.7454,0,0,2021,1,23,11,37,-4,"37,-4",2021-01-23
"3 km NNW of Cortes de la Frontera, Spain",3.9,23.88,36.6421,-5.3583,0,0,2020,10,16,0,36,-6,"36,-6",2020-10-16
"3 km NNE of Huarte-Uharte, Spain",4.4,10.0,42.8547,-1.5713,0,0,2020,10,1,0,42,-2,"42,-2",2020-10-01
"3 km ESE of Huarte-Uharte, Spain",4.6,10.0,42.8163,-1.5515,0,0,2020,9,30,22,42,-2,"42,-2",2020-09-30
"3 km SE of Tétouan, Morocco",4.3,10.0,35.5541,-5.3362,0,0,2020,9,6,11,35,-6,"35,-6",2020-09-06
"36 km WNW of Hadjout, Algeria",3.6,10.0,36.6349,2.0316,0,0,2020,8,29,5,36,2,"36,2",2020-08-29
"4 km SSE of Chiffa, Algeria",4.4,10.0,36.4252,2.7574,0,0,2020,8,13,8,36,2,"36,2",2020-08-13
"41 km WNW of Hadjout, Algeria",4.5,10.0,36.6666,1.9857,0,0,2020,8,8,23,36,1,"36,1",2020-08-08
"2 km ENE of Olvera, Spain",4.4,10.0,36.946,-5.2375,0,0,2019,10,25,9,36,-6,"36,-6",2019-10-25
"8 km W of El Amria, Algeria",4.5,10.0,35.5205,-1.1122,0,0,2019,10,18,15,35,-2,"35,-2",2019-10-18
"18 km SW of Lakhdaria, Algeria",4.3,10.0,36.4549,3.4372,0,0,2019,8,23,11,36,3,"36,3",2019-08-23
"13 km SE of Sort, Spain",3.7,10.0,42.3276,1.244,0,0,2019,4,3,15,42,1,"42,1",2019-04-03
"7 km N of Abanilla, Spain",4.0,10.0,38.2705,-1.0434,0,0,2018,8,13,14,38,-2,"38,-2",2018-08-13
"8 km SSW of Capvern, France",3.5,10.0,43.0324,0.2837,0,0,2018,8,6,20,43,0,"43,0",2018-08-06
"6 km SE of Villanueva de Tapia, Spain",3.7,10.0,37.1327,-4.2876,0,0,2018,6,17,7,37,-5,"37,-5",2018-06-17
"9 km SW of Cortes de la Frontera, Spain",4.0,10.0,36.5557,-5.4109,0,0,2018,4,26,11,36,-6,"36,-6",2018-04-26
"10 km NNW of Mostaganem, Algeria",4.7,8.04,36.0172,0.0472,0,0,2018,4,23,15,36,0,"36,0",2018-04-23
"5 km NNE of Mula, Spain",3.9,9.32,38.0838,-1.4581,0,0,2018,3,2,19,38,-2,"38,-2",2018-03-02
"25 km NNW of Évora, Portugal",4.1,10.93,38.792,-7.9574,0,0,2018,1,15,11,38,-8,"38,-8",2018-01-15
"6 km ESE of Hadjout, Algeria",4.5,10.0,36.4956,2.4881,0,0,2018,1,8,16,36,2,"36,2",2018-01-08
"11 km SW of El Affroun, Algeria",4.7,8.26,36.3828,2.5471,1,0,2018,1,2,20,36,2,"36,2",2018-01-02
"55 km S of Torre del Mar, Spain",3.9,10.0,36.239,-4.0806,0,0,2017,11,3,17,36,-5,"36,-5",2017-11-03
"9 km N of Oued Fodda, Algeria",4.0,10.0,36.273,1.524,0,0,2017,10,16,2,36,1,"36,1",2017-10-16
"5 km ESE of Lagos, Portugal",3.6,27.05,37.0809,-8.6161,0,0,2017,9,11,18,37,-9,"37,-9",2017-09-11
"5 km N of Arruda dos Vinhos, Portugal",4.2,10.0,39.0327,-9.083,0,0,2017,8,17,6,39,-10,"39,-10",2017-08-17
"3 km N of Albuñuelas, Spain",3.9,10.0,36.9555,-3.6339,0,0,2017,7,31,23,36,-4,"36,-4",2017-07-31
"62 km NNW of Beni Saf, Algeria",4.8,10.0,35.8088,-1.6856,0,0,2017,7,11,3,35,-2,"35,-2",2017-07-11
"70 km NW of El Amria, Algeria",4.3,10.0,35.9107,-1.6313,0,0,2017,7,8,10,35,-2,"35,-2",2017-07-08
Pyrenees,4.1,2.65,42.9535,-1.7443,0,0,2017,3,10,6,42,-2,"42,-2",2017-03-10
"4 km WSW of Porto de Mós, Portugal",3.6,10.86,39.5922,-8.8651,0,0,2017,2,1,23,39,-9,"39,-9",2017-02-01
"9 km NNE of Mansourah, Algeria",4.6,10.0,36.1694,4.4969,0,0,2017,1,29,8,36,4,"36,4",2017-01-29
"16 km WSW of Melouza, Algeria",4.2,10.0,35.9323,4.0112,0,0,2016,11,5,20,35,4,"35,4",2016-11-05
Strait of Gibraltar,3.8,5.8,36.2521,-5.4085,0,0,2016,8,31,19,36,-6,"36,-6",2016-08-31
"103 km S of Faro, Portugal",4.1,10.0,36.09,-7.8299,0,0,2016,8,1,3,36,-8,"36,-8",2016-08-01
"19 km SW of Lakhdaria, Algeria",4.3,10.0,36.4219,3.4701,0,0,2016,7,6,20,36,3,"36,3",2016-07-06
"22 km SW of Lakhdaria, Algeria",4.0,10.0,36.4002,3.4497,0,0,2016,6,11,23,36,3,"36,3",2016-06-11
"11 km WNW of Tipasa, Algeria",4.1,10.0,36.6382,2.3311,0,0,2016,6,11,22,36,2,"36,2",2016-06-11
"24 km WNW of Aïn Bessem, Algeria",4.0,10.0,36.3739,3.4242,0,0,2016,6,1,22,36,3,"36,3",2016-06-01
northern Algeria,4.8,13.13,36.4823,3.5033,0,0,2016,5,31,17,36,3,"36,3",2016-05-31
"20 km WNW of Aïn Bessem, Algeria",4.3,10.0,36.381,3.4756,0,0,2016,5,29,23,36,3,"36,3",2016-05-29
"16 km WSW of Aïn Bessem, Algeria",4.2,10.0,36.2418,3.5018,0,0,2016,5,29,5,36,3,"36,3",2016-05-29
"8 km WNW of Aïn Bessem, Algeria",4.5,10.0,36.3224,3.5907,0,0,2016,5,29,0,36,3,"36,3",2016-05-29
"16 km SSW of Lakhdaria, Algeria",5.4,11.43,36.4313,3.5166,0,0,2016,5,28,23,36,3,"36,3",2016-05-28
"18 km WNW of Aïn Bessem, Algeria",4.7,13.16,36.3384,3.4758,0,0,2016,5,16,9,36,3,"36,3",2016-05-16
"3 km E of Arthez-de-Béarn, France",3.9,2.0,43.4658,-0.5662,0,0,2016,4,25,4,43,-1,"43,-1",2016-04-25
"17 km WNW of Aïn Bessem, Algeria",4.8,14.57,36.3728,3.5105,0,0,2016,4,10,17,36,3,"36,3",2016-04-10
"32 km NNE of Al Hoceïma, Morocco",4.3,10.0,35.5244,-3.7976,0,0,2016,4,8,7,35,-4,"35,-4",2016-04-08
Strait of Gibraltar,4.2,10.0,35.7225,-3.7432,0,0,2016,4,5,17,35,-4,"35,-4",2016-04-05
"14 km SSE of Torrenueva, Spain",3.9,10.0,36.5924,-3.4103,0,0,2016,3,25,12,36,-4,"36,-4",2016-03-25
"57 km NE of Al Hoceïma, Morocco",4.2,10.0,35.6679,-3.5522,0,0,2016,3,16,23,35,-4,"35,-4",2016-03-16
"55 km NNE of Al Hoceïma, Morocco",4.1,10.0,35.7179,-3.701,0,0,2016,3,16,19,35,-4,"35,-4",2016-03-16
"55 km NNE of Al Hoceïma, Morocco",5.2,10.0,35.6879,-3.634,1,0,2016,3,15,4,35,-4,"35,-4",2016-03-15
"55 km NE of Al Hoceïma, Morocco",4.9,10.0,35.6643,-3.5879,0,0,2016,3,12,15,35,-4,"35,-4",2016-03-12
"52 km NE of Al Hoceïma, Morocco",4.8,10.0,35.6221,-3.5757,0,0,2016,3,12,15,35,-4,"35,-4",2016-03-12
"68 km N of Al Hoceïma, Morocco",4.3,10.0,35.854,-3.7957,0,0,2016,3,11,9,35,-4,"35,-4",2016-03-11
"53 km NNE of Al Hoceïma, Morocco",4.6,10.0,35.6577,-3.6245,0,0,2016,3,11,4,35,-4,"35,-4",2016-03-11
"58 km NNE of Al Hoceïma, Morocco",5.0,10.0,35.6992,-3.5952,0,0,2016,3,11,4,35,-4,"35,-4",2016-03-11
"56 km NNE of Al Hoceïma, Morocco",4.2,10.0,35.7077,-3.6625,0,0,2016,3,10,23,35,-4,"35,-4",2016-03-10
"57 km NE of Al Hoceïma, Morocco",4.8,10.0,35.6773,-3.5733,0,0,2016,3,9,23,35,-4,"35,-4",2016-03-09
"93 km SSW of Faro, Portugal",4.3,10.0,36.2028,-8.168,0,0,2016,3,2,13,36,-9,"36,-9",2016-03-02
"48 km NE of Al Hoceïma, Morocco",4.3,11.72,35.5718,-3.5728,0,0,2016,2,28,11,35,-4,"35,-4",2016-02-28
"59 km NE of Al Hoceïma, Morocco",4.7,10.0,35.6949,-3.5641,0,0,2016,2,23,10,35,-4,"35,-4",2016-02-23
"55 km NNE of Al Hoceïma, Morocco",4.8,10.0,35.6866,-3.6285,0,0,2016,2,23,8,35,-4,"35,-4",2016-02-23
"65 km NE of Al Hoceïma, Morocco",4.6,10.0,35.7366,-3.5222,0,0,2016,2,22,4,35,-4,"35,-4",2016-02-22
"66 km NE of Al Hoceïma, Morocco",5.1,10.0,35.7375,-3.5108,0,0,2016,2,22,3,35,-4,"35,-4",2016-02-22
"1 km SSE of Bougara, Algeria",4.7,11.12,36.5297,3.0859,0,0,2016,2,10,1,36,3,"36,3",2016-02-10
"40 km N of Al Hoceïma, Morocco",4.3,10.0,35.6181,-3.8796,0,0,2016,2,5,9,35,-4,"35,-4",2016-02-05
"40 km NNE of Al Hoceïma, Morocco",4.4,10.0,35.5909,-3.7731,0,0,2016,2,5,9,35,-4,"35,-4",2016-02-05
"43 km NNE of Al Hoceïma, Morocco",4.0,10.0,35.6091,-3.7462,0,0,2016,2,3,21,35,-4,"35,-4",2016-02-03
"17 km S of Adra, Spain",4.9,10.0,36.5911,-3.0498,0,0,2016,1,31,16,36,-4,"36,-4",2016-01-31
"38 km NNE of Al Hoceïma, Morocco",4.3,10.0,35.5796,-3.7851,0,0,2016,1,27,21,35,-4,"35,-4",2016-01-27
"57 km NE of Al Hoceïma, Morocco",4.9,10.0,35.6728,-3.568,0,0,2016,1,27,6,35,-4,"35,-4",2016-01-27
"37 km NE of Al Hoceïma, Morocco",4.5,10.0,35.5265,-3.6992,0,0,2016,1,26,4,35,-4,"35,-4",2016-01-26
"40 km NNE of Al Hoceïma, Morocco",4.1,10.0,35.5913,-3.7694,0,0,2016,1,25,18,35,-4,"35,-4",2016-01-25
"34 km NNE of Al Hoceïma, Morocco",4.3,10.0,35.5363,-3.7839,0,0,2016,1,25,16,35,-4,"35,-4",2016-01-25
"62 km NNE of Al Hoceïma, Morocco",4.9,10.0,35.739,-3.5856,0,0,2016,1,25,14,35,-4,"35,-4",2016-01-25
"40 km NE of Al Hoceïma, Morocco",4.7,10.0,35.5453,-3.6703,0,0,2016,1,25,8,35,-4,"35,-4",2016-01-25
"54 km NNE of Al Hoceïma, Morocco",4.1,10.0,35.6955,-3.6741,0,0,2016,1,25,8,35,-4,"35,-4",2016-01-25
"28 km N of Al Hoceïma, Morocco",5.2,10.0,35.5051,-3.8783,0,0,2016,1,25,6,35,-4,"35,-4",2016-01-25
"50 km NNE of Al Hoceïma, Morocco",4.7,10.0,35.6749,-3.7449,0,0,2016,1,25,5,35,-4,"35,-4",2016-01-25
"51 km NNE of Al Hoceïma, Morocco",5.3,10.0,35.6805,-3.723,0,0,2016,1,25,4,35,-4,"35,-4",2016-01-25
"39 km NNE of Al Hoceïma, Morocco",5.0,10.0,35.5953,-3.8166,0,0,2016,1,25,4,35,-4,"35,-4",2016-01-25
"49 km NNE of Al Hoceïma, Morocco",6.3,12.0,35.6493,-3.6818,1,0,2016,1,25,4,35,-4,"35,-4",2016-01-25
"48 km NNE of Al Hoceïma, Morocco",5.1,10.0,35.6247,-3.6499,0,0,2016,1,21,13,35,-4,"35,-4",2016-01-21
"8 km ENE of l'Escala, Spain",4.1,7.85,42.166,3.2175,0,0,2015,10,29,0,42,3,"42,3",2015-10-29
"32 km ENE of Mostaganem, Algeria",4.2,13.67,36.0433,0.4238,0,0,2015,3,17,15,36,0,"36,0",2015-03-17
"3 km SE of Bouinan, Algeria",3.7,10.0,36.5079,3.0233,0,0,2015,3,16,11,36,3,"36,3",2015-03-16
"12 km NNE of Ossa de Montiel, Spain",4.5,7.6,39.0574,-2.6729,0,0,2015,2,23,16,39,-3,"39,-3",2015-02-23
"22 km SSE of Fuengirola, Spain",3.8,89.7,36.3558,-4.5334,0,0,2015,2,9,10,36,-5,"36,-5",2015-02-09
"1 km NNW of Bouinan, Algeria",4.2,10.0,36.5438,2.985,0,0,2015,2,1,23,36,2,"36,2",2015-02-01
"5 km SSE of Bouinan, Algeria",4.7,19.05,36.4862,3.0115,0,0,2015,2,1,20,36,3,"36,3",2015-02-01
"2 km SSW of Bougara, Algeria",5.1,14.26,36.5237,3.0667,0,0,2014,12,26,17,36,3,"36,3",2014-12-26
"5 km SSW of Bougara, Algeria",4.7,13.43,36.4956,3.0527,0,0,2014,12,23,8,36,3,"36,3",2014-12-23
"5 km SE of Bouinan, Algeria",4.9,7.29,36.4924,3.0247,0,0,2014,12,23,8,36,3,"36,3",2014-12-23
"4 km W of Chebli, Algeria",4.4,21.4,36.576,2.9621,0,0,2014,12,21,17,36,2,"36,2",2014-12-21
"1 km NNW of Bouinan, Algeria",4.6,10.0,36.544,2.9827,0,0,2014,12,19,11,36,2,"36,2",2014-12-19
"10 km S of Bouinan, Algeria",4.0,15.36,36.4425,3.013,0,0,2014,12,16,15,36,3,"36,3",2014-12-16
"22 km SW of Lakhdaria, Algeria",4.2,10.0,36.4023,3.4436,0,0,2014,11,15,1,36,3,"36,3",2014-11-15
"72 km NW of Al Hoceïma, Morocco",4.1,111.35,35.7398,-4.4709,0,0,2014,11,2,18,35,-5,"35,-5",2014-11-02
"66 km WSW of Sagres, Portugal",4.0,22.0,36.7833,-9.6333,0,0,2014,10,23,2,36,-10,"36,-10",2014-10-23
"1 km N of Bordj el Kiffan, Algeria",3.6,10.0,36.761,3.1897,0,0,2014,9,21,12,36,3,"36,3",2014-09-21
"1 km WSW of Bougara, Algeria",4.0,13.94,36.5346,3.0628,0,0,2014,9,8,11,36,3,"36,3",2014-09-08
"24 km SSE of Mostaganem, Algeria",4.1,15.6,35.7201,0.1522,0,0,2014,8,22,0,35,0,"35,0",2014-08-22
"1 km WNW of Puerto Serrano, Spain",4.6,11.33,36.9303,-5.5607,0,0,2014,8,19,13,36,-6,"36,-6",2014-08-19
"11 km NW of Aïn Taya, Algeria",5.5,10.0,36.8561,3.181,2,0,2014,8,1,4,36,3,"36,3",2014-08-01
"7 km NE of Canillas de Albaida, Spain",4.2,62.2,36.8882,-3.9222,0,0,2014,7,9,18,36,-4,"36,-4",2014-07-09
"83 km NNE of Al Hoceïma, Morocco",4.4,0.0,35.929,-3.545,0,0,2014,6,2,7,35,-4,"35,-4",2014-06-02
"21 km SE of Mostaganem, Algeria",4.8,10.0,35.7854,0.2406,0,0,2014,5,22,5,35,0,"35,0",2014-05-22
"24 km SSE of Mostaganem, Algeria",4.0,11.34,35.737,0.2223,0,0,2014,5,22,2,35,0,"35,0",2014-05-22
"6 km ENE of Pierrefitte-Nestalas, France",4.1,11.1,42.9918,-0.0072,0,0,2014,4,29,7,42,-1,"42,-1",2014-04-29
"5 km W of Albuñuelas, Spain",3.8,10.0,36.931,-3.6912,0,0,2014,3,25,0,36,-4,"36,-4",2014-03-25
"12 km NW of Aïn el Bya, Algeria",4.2,13.96,35.8883,-0.3949,0,0,2014,3,20,23,35,-1,"35,-1",2014-03-20
"24 km S of El Ejido, Spain",3.8,10.0,36.56,-2.8,0,0,2014,2,24,14,36,-3,"36,-3",2014-02-24
"13 km NE of Thenia, Algeria",4.3,14.29,36.8088,3.6616,0,0,2014,2,22,19,36,3,"36,3",2014-02-22
"5 km SSE of Manilva, Spain",3.5,1.9,36.3272,-5.2248,0,0,2013,11,27,21,36,-6,"36,-6",2013-11-27
"136 km SW of Sagres, Portugal",4.3,21.49,36.0818,-9.9514,0,0,2013,10,19,0,36,-10,"36,-10",2013-10-19
"28 km ESE of Vinaròs, Spain",3.7,6.0,40.3372,0.7639,0,0,2013,10,4,8,40,0,"40,0",2013-10-04
"29 km ESE of Vinaròs, Spain",4.0,0.0,40.3393,0.7804,0,0,2013,10,2,23,40,0,"40,0",2013-10-02
"30 km ESE of Vinaròs, Spain",4.3,0.0,40.3448,0.7898,0,0,2013,10,2,23,40,0,"40,0",2013-10-02
"30 km ESE of Vinaròs, Spain",4.1,0.0,40.3289,0.7864,0,0,2013,10,1,3,40,0,"40,0",2013-10-01
"2 km SE of Mont, France",4.2,2.0,43.4167,-0.6333,0,0,2013,9,2,12,43,-1,"43,-1",2013-09-02
"0 km SSE of Bougara, Algeria",4.8,9.8,36.534,3.086,0,0,2013,7,17,3,36,3,"36,3",2013-07-17
"23 km SW of Lakhdaria, Algeria",4.3,14.0,36.397,3.437,0,0,2013,5,23,20,36,3,"36,3",2013-05-23
"23 km ESE of Aïn el Bya, Algeria",4.2,17.3,35.731,-0.056,0,0,2013,5,2,18,35,-1,"35,-1",2013-05-02
"3 km NNE of Adiós, Spain",4.3,0.0,42.713,-1.712,0,0,2013,4,20,15,42,-2,"42,-2",2013-04-20
"2 km WNW of Oltza, Spain",4.2,2.0,42.855,-1.797,0,0,2013,3,23,2,42,-2,"42,-2",2013-03-23
"9 km WNW of Jimena de la Frontera, Spain",4.0,44.6,36.46,-5.551,0,0,2013,3,19,3,36,-6,"36,-6",2013-03-19
"6 km W of Montillana, Spain",3.5,21.0,37.492,-3.746,0,0,2013,1,9,23,37,-4,"37,-4",2013-01-09
"5 km SW of Saint-Pé-de-Bigorre, France",4.1,2.0,43.069,-0.216,0,0,2013,1,5,23,43,-1,"43,-1",2013-01-05
"1 km N of Coarraze, France",4.8,2.0,43.183,-0.233,0,0,2012,12,30,23,43,-1,"43,-1",2012-12-30
"25 km N of El Abadia, Algeria",4.6,10.0,36.497,1.641,0,0,2012,4,25,3,36,1,"36,1",2012-04-25
"33 km S of Roquetas de Mar, Spain",4.3,3.4,36.462,-2.633,0,0,2012,4,18,9,36,-3,"36,-3",2012-04-18
"30 km W of Abou el Hassan, Algeria",4.1,10.0,36.45,0.855,0,0,2012,3,24,5,36,0,"36,0",2012-03-24
"4 km ENE of Oran, Algeria",4.2,24.4,35.713,-0.592,0,0,2012,3,21,6,35,-1,"35,-1",2012-03-21
"31 km NNW of ’Aïn Merane, Algeria",4.3,7.5,36.41,0.807,0,0,2012,3,5,2,36,0,"36,0",2012-03-05
"6 km W of Quesada, Spain",4.4,5.0,37.833,-3.135,0,0,2012,1,31,14,37,-4,"37,-4",2012-01-31
"2 km NNE of Cuevas del Almanzora, Spain",3.7,11.2,37.32,-1.874,0,0,2011,10,24,23,37,-2,"37,-2",2011-10-24
"4 km ESE of Barjac, France",4.3,4.0,44.299,4.399,0,0,2011,8,3,1,44,4,"44,4",2011-08-03
"4 km NE of Lorca, Spain",5.1,1.0,37.699,-1.672,0,0,2011,5,11,16,37,-2,"37,-2",2011-05-11
"3 km NE of Lorca, Spain",4.5,0.0,37.693,-1.673,0,0,2011,5,11,15,37,-2,"37,-2",2011-05-11
"3 km S of Herrera de los Navarros, Spain",3.8,11.0,41.176,-1.085,0,0,2011,4,8,15,41,-2,"41,-2",2011-04-08
"6 km NNW of São Marcos da Serra, Portugal",3.8,8.1,37.412,-8.41,0,0,2011,3,26,7,37,-9,"37,-9",2011-03-26
"5 km NE of Boumerdas, Algeria",4.2,10.0,36.797,3.526,0,0,2011,2,26,2,36,3,"36,3",2011-02-26
"61 km NW of Tirhanimîne, Morocco",4.2,10.0,35.557,-4.5,0,0,2011,2,18,1,35,-5,"35,-5",2011-02-18
"4 km W of Llagostera, Spain",4.1,0.0,41.832,2.842,0,0,2010,12,19,6,41,2,"41,2",2010-12-19
"1 km N of Saint-Pé-de-Bigorre, France",4.0,2.0,43.117,-0.158,0,0,2010,11,14,22,43,-1,"43,-1",2010-11-14
"13 km WSW of Chiclana de la Frontera, Spain",4.5,43.9,36.377,-6.28,0,0,2010,8,25,8,36,-7,"36,-7",2010-08-25
"92 km S of Olhão, Portugal",4.1,10.0,36.2,-7.707,0,0,2010,7,25,20,36,-8,"36,-8",2010-07-25
"30 km SW of San José, Spain",3.7,0.0,36.541,-2.323,0,0,2010,7,6,14,36,-3,"36,-3",2010-07-06
"23 km SW of San José, Spain",3.8,0.0,36.597,-2.284,0,0,2010,7,5,10,36,-3,"36,-3",2010-07-05
"21 km N of ’Aïn Benian, Algeria",3.9,15.0,36.991,2.954,0,0,2010,6,4,12,36,2,"36,2",2010-06-04
"15 km SSW of Melouza, Algeria",4.0,10.0,35.858,4.108,0,0,2010,5,24,21,35,4,"35,4",2010-05-24
"4 km WSW of Melouza, Algeria",5.2,1.0,35.962,4.142,0,0,2010,5,23,13,35,4,"35,4",2010-05-23
"2 km SSE of Zeralda, Algeria",3.8,10.0,36.691,2.859,0,0,2010,5,20,13,36,2,"36,2",2010-05-20
"20 km W of Melouza, Algeria",5.1,10.0,35.996,3.961,0,0,2010,5,16,6,35,3,"35,3",2010-05-16
"8 km WSW of Melouza, Algeria",4.3,10.0,35.943,4.104,0,0,2010,5,16,3,35,4,"35,4",2010-05-16
"10 km SW of Melouza, Algeria",5.3,2.0,35.9,4.12,0,0,2010,5,14,12,35,4,"35,4",2010-05-14
"1 km S of Nigüelas, Spain",6.3,609.8,36.965,-3.542,0,0,2010,4,11,22,36,-4,"36,-4",2010-04-11
"8 km ESE of Campan, France",4.3,15.0,42.975,0.268,0,0,2010,4,1,1,42,0,"42,0",2010-04-01
"95 km WSW of Sagres, Portugal",4.2,10.0,36.649,-9.918,0,0,2010,3,31,3,36,-10,"36,-10",2010-03-31
"13 km SE of Vale da Amoreira, Portugal",4.1,15.0,38.97,-7.61,0,0,2010,3,27,13,38,-8,"38,-8",2010-03-27
"105 km S of Sagres, Portugal",4.0,4.8,36.066,-8.766,0,0,2010,3,5,17,36,-9,"36,-9",2010-03-05
"12 km NNW of Boumerdas, Algeria",4.1,8.1,36.862,3.404,0,0,2010,2,10,4,36,3,"36,3",2010-02-10
"104 km SW of Sagres, Portugal",5.6,19.8,36.463,-9.9,0,0,2009,12,17,1,36,-10,"36,-10",2009-12-17
"6 km E of El Abadia, Algeria",4.4,10.1,36.274,1.754,0,0,2009,11,2,7,36,1,"36,1",2009-11-02
"103 km S of Faro, Portugal",4.3,20.8,36.086,-7.931,0,0,2009,9,8,0,36,-8,"36,-8",2009-09-08
"113 km S of Faro, Portugal",4.2,10.0,35.993,-7.937,0,0,2009,8,18,6,35,-8,"35,-8",2009-08-18
"6 km ENE of Ammi Moussa, Algeria",4.1,10.0,35.898,1.174,0,0,2009,7,7,4,35,1,"35,1",2009-07-07
